request_id,slo_factor,arrival_time
223,9.0277,230.9089
224,7.0658,233.1899
225,8.4171,233.1943
226,18.3396,233.9658
227,11.8117,234.4477
228,2.8056,234.7192
229,8.6713,235.2843
230,13.0882,235.6197
231,8.0228,236.5735
232,16.7216,237.0972
233,17.8259,237.9822
234,12.1488,238.2434
235,15.5504,241.1334
236,17.1852,243.2435
237,5.021,243.5903
238,17.3969,243.8629
239,10.2357,245.5077
240,4.663,245.7811
241,16.1529,246.5171
242,6.7257,247.0878
243,7.9771,247.7375
244,16.377,250.7179
245,7.7735,251.1093
246,13.3295,252.0933
247,10.4767,253.9206
248,12.4172,256.5107
249,3.3956,257.7484
250,4.7584,259.2882
251,16.0203,261.0502
252,5.2261,263.2273
253,18.5274,264.6328
254,3.358,266.9482
255,8.4047,266.9646
256,17.3109,269.7035
257,9.3887,272.262
258,16.453,272.5781
259,6.1503,272.7886
260,15.3575,273.3165
261,4.0784,273.3638
262,11.1103,273.6096
263,6.4669,274.2476
264,19.1191,275.459
265,1.7559,276.7897
266,2.3735,277.8285
267,2.1197,277.9056
268,7.3521,280.3401
269,9.53,281.3407
270,7.0806,282.0087
271,16.0872,282.6309
272,18.9073,284.8637
273,18.6443,285.0565
274,6.3694,285.5006
275,4.2918,286.715
276,7.7627,288.8499
277,14.5778,290.5898
278,15.8792,291.5509
279,17.3516,292.0387
280,14.7117,292.4934
281,14.0394,293.1618
282,13.5429,293.4678
283,11.0528,293.5005
284,3.4793,293.8788
285,11.8047,293.9533
286,1.8529,296.0374
287,6.0219,297.4511
288,7.4916,299.9572
289,11.7279,300.406
290,7.4152,301.423
291,1.6746,301.521
292,4.1478,301.6166
293,11.7928,301.6283
294,13.1139,302.2217
295,1.1312,302.6006
296,10.4126,303.3484
297,7.775,306.4611
298,1.1529,307.8748
299,17.0619,308.7306
300,10.0276,308.791
301,13.8589,309.2415
302,4.1398,309.34
303,18.0008,309.4538
304,15.4742,311.7945
305,11.4285,312.1114
306,2.298,312.6887
307,10.7736,313.2393
308,8.0665,313.6907
309,4.7308,314.5964
310,14.3995,316.5488
311,19.5373,316.7043
312,4.3071,318.2546
313,4.2223,319.0361
314,13.4858,320.3392
315,3.0905,320.8198
316,4.9786,324.4852
317,3.498,326.2109
318,8.8704,327.3768
319,2.1182,327.4328
320,13.5754,328.0326
321,4.246,329.7847
322,5.5402,331.9904
323,6.0459,332.3807
324,3.431,333.0388
325,2.5859,333.803
326,19.1402,334.1456
327,9.4036,334.6134
328,2.4545,336.08
329,6.1596,336.0977
330,18.3605,338.7176
331,16.2451,341.0669
332,1.7876,341.4861
333,6.6625,341.6083
334,15.3089,341.7665
335,11.3225,342.2061
336,12.2827,342.7498
337,6.6212,343.1433
338,9.9406,343.653
339,12.13,344.02
340,4.8811,344.7258
341,8.8079,345.7874
342,13.5043,345.9798
343,14.1293,347.3801
344,11.5289,347.3903
345,7.344,350.7011
346,11.5754,350.8005
347,6.235,353.3704
348,10.1342,357.4569
349,6.7104,357.7745
350,2.8664,358.3959
351,15.551,358.6777
352,5.7226,361.6002
353,5.0498,361.602
354,10.4724,361.7099
355,11.29,361.8848
356,14.7519,362.4305
357,10.3681,363.2034
358,6.7787,363.2566
359,9.2877,363.5003
360,12.866,363.6323
361,15.463,364.2848
362,10.153,366.0466
363,14.4667,366.5457
364,16.3211,367.1205
365,16.283,370.5756
366,3.7726,371.2228
367,10.4,372.7891
368,7.7877,372.9089
369,8.8809,373.3241
370,11.3781,374.8645
371,9.8025,377.1351
372,4.1519,377.5535
373,8.1459,377.7448
374,11.3445,378.2632
375,14.1564,378.4066
376,10.7297,378.6705
377,6.8755,379.3627
378,1.9395,379.3799
379,14.3006,380.2343
380,10.3451,382.7856
381,9.6628,383.2587
382,9.8456,383.4013
383,10.8797,384.4261
384,15.7692,384.8453
385,3.0587,386.4268
386,16.5222,389.5796
387,8.1447,389.7092
388,10.1738,390.6962
389,3.7112,391.8704
390,18.8433,393.1859
391,3.9309,397.8609
392,19.1414,398.7758
393,18.5611,399.2599
394,12.4053,399.3867
395,15.2957,400.7907
396,1.8263,400.9422
397,19.9738,401.2593
398,8.774,401.9302
399,6.6758,402.8681
400,11.8252,402.9008
401,8.9427,404.4278
402,15.8525,405.4555
403,16.6424,405.633
404,6.9536,406.8929
405,8.5341,407.07
406,5.8704,407.341
407,5.2909,407.5722
408,12.4869,407.8189
409,3.8255,408.7063
410,19.8092,409.8897
411,3.3607,410.1062
412,13.7482,410.7382
413,15.3482,414.1027
414,4.4903,415.1986
415,2.4254,416.4709
416,6.6691,416.7883
417,2.4778,416.9215
418,3.8403,417.1902
419,3.7719,417.7489
420,5.6196,417.8482
421,4.5759,420.2193
422,18.8684,422.613
423,3.9295,424.4681
424,5.4845,424.956
425,15.8825,425.3166
426,6.654,426.5492
427,7.4694,429.2139
428,7.3771,429.3861
429,2.3756,429.4963
430,13.4395,429.5905
431,14.9053,429.6085
432,7.5047,429.8146
433,17.417,432.613
434,8.7861,433.1007
435,19.0888,435.2338
436,11.1232,435.6841
437,3.4905,435.8912
438,4.1215,435.9872
439,8.5868,436.0784
440,13.6472,436.0994
441,3.6932,440.0775
442,15.9374,440.5345
443,17.3113,442.1619
444,12.6248,442.6188
445,18.2212,443.0421
446,19.081,443.5785
447,16.0627,445.2141
448,4.7978,445.5589
449,10.7073,446.6654
450,2.8826,449.659
451,13.9657,449.8378
452,13.4616,451.6847
453,15.2981,452.0495
454,14.3053,456.6485
455,8.0765,456.9529
456,6.5017,457.4535
457,15.8614,457.5148
458,15.3571,458.2167
459,10.7599,458.6958
460,1.4493,459.4633
461,18.5523,459.6446
462,16.9033,460.7411
463,17.9398,461.788
464,1.605,462.1129
465,14.0303,462.2627
466,5.9776,462.3676
467,17.6012,463.4278
468,14.5502,463.8982
469,9.0041,464.4155
470,10.6348,464.5658
471,3.5492,467.875
472,15.8769,468.3986
473,9.5651,469.5064
474,14.4079,471.3894
475,5.2343,473.3477
476,2.1135,473.4889
477,8.6112,473.6646
478,10.7844,474.4947
479,7.4462,476.5326
480,8.5929,477.8124
481,12.7923,478.6271
482,15.7876,478.6599
483,18.1081,480.4884
484,11.1466,481.8096
485,12.8668,483.742
486,15.538,483.9835
487,4.6005,484.2422
488,10.0837,484.5735
489,19.5886,485.5624
490,11.9641,490.0269
491,3.7463,490.5681
492,5.7884,491.7064
493,16.9719,495.0511
494,10.0972,496.4453
495,3.5802,496.8066
496,2.5236,497.145
497,3.5925,500.6048
498,16.5541,501.6594
499,1.4582,503.2585
500,8.7126,505.5923
501,18.1917,506.1686
502,13.3526,508.0548
503,8.508,510.3312
504,6.7127,511.6737
505,5.8346,511.6927
506,4.0477,512.6434
507,13.5823,514.5485
508,14.9333,515.1995
509,9.301,515.7159
510,11.8674,515.765
511,10.3116,517.9895
512,16.5143,518.0394
513,12.4206,521.2807
514,13.5494,522.6532
515,6.4617,522.8592
516,16.8474,524.1939
517,4.4048,524.3508
518,19.6002,528.6079
519,10.8875,529.1383
520,16.6439,529.3168
521,1.8247,529.4112
522,12.5111,530.4854
523,3.1589,530.5406
524,11.8191,531.9795
525,7.754,532.2285
526,11.4584,532.7553
527,13.6562,532.934
528,15.2612,536.0461
529,14.9363,537.4838
530,1.0401,539.5134
531,10.9966,540.2873
532,6.3203,542.1084
533,9.5513,542.5132
534,17.0268,543.0969
535,12.6021,543.4514
536,15.3812,543.91
537,14.3799,544.6239
538,2.5742,545.4679
539,17.2476,546.2871
540,10.8026,547.5074
541,10.0225,547.7252
542,18.046,547.8506
543,6.7858,548.446
544,3.423,548.4471
545,19.5358,549.0024
546,2.3076,549.603
547,15.9454,549.8187
548,9.2648,550.3659
549,2.4261,551.8026
550,14.6381,552.8736
551,11.0361,553.2091
552,1.9964,554.6809
553,19.4234,555.7815
554,14.9902,556.186
555,15.1203,556.2766
556,8.7111,556.4811
557,9.8847,556.8519
558,15.0737,558.4
559,10.4586,559.5601
560,10.8233,561.1157
561,6.3724,561.6138
562,14.3859,562.4694
563,5.9735,562.742
564,14.652,562.886
565,15.7691,563.5391
566,10.6842,564.0319
567,2.5558,566.9742
568,12.8977,567.9686
569,2.787,568.5959
570,15.715,569.8706
571,9.8788,570.0158
572,10.5972,570.5568
573,16.0503,571.3232
574,3.0778,572.7895
575,12.2852,576.0061
576,6.3926,578.2983
577,14.2906,578.4586
578,19.273,579.4279
579,10.1682,580.9295
580,13.174,582.902
581,10.6691,582.9028
582,17.2243,583.3786
583,3.6725,585.579
584,18.762,586.254
585,9.0023,586.8473
586,10.5718,588.645
587,17.2487,588.9002
588,6.5019,591.6593
589,16.0409,592.0771
590,5.9659,593.7394
591,1.0825,595.0443
592,15.9868,595.2261
593,4.2278,597.549
594,17.3767,597.986
595,19.0877,598.4658
596,3.0826,599.177
597,16.8395,599.3278
598,18.8714,602.7507
599,16.0111,602.9327
600,19.0695,604.7233
601,14.0625,607.5581
602,5.5626,608.7347
603,15.8272,609.3413
604,1.3235,610.3607
605,5.5139,613.4254
606,10.8449,614.346
607,3.2256,614.6417
608,13.3025,615.2226
609,4.2465,617.4867
610,14.0809,618.6335
611,3.7822,618.693
612,8.7337,619.4513
613,16.9518,620.0261
614,12.7008,620.2977
615,17.0255,621.0326
616,14.4183,622.5164
617,19.6642,627.2943
618,1.7823,631.8463
619,18.0082,631.9326
620,15.4737,635.3715
621,17.9824,635.5172
622,3.4605,636.0883
623,13.205,638.9716
624,19.318,639.3726
625,7.5357,639.4743
626,17.5459,640.3361
627,5.0457,642.0134
628,2.9183,643.0806
629,17.6455,644.3541
630,13.8167,647.9087
631,2.5176,648.7442
632,6.1238,649.3931
633,15.52,649.991
634,12.5493,651.3241
635,3.8727,651.9137
636,6.9118,657.215
637,7.8361,657.3854
638,5.7732,659.0034
639,19.6838,659.9314
640,6.8998,660.4063
641,10.5882,660.4564
642,11.1686,664.8067
643,7.7694,665.809
644,14.5179,666.3217
645,19.3693,667.3585
646,17.8783,668.1855
647,8.5707,668.4259
648,8.9698,668.7505
649,10.4931,671.7506
650,13.7751,672.1718
651,1.208,673.6717
652,6.4555,673.7216
653,1.1763,679.0424
654,15.3867,680.139
655,5.8263,681.2628
656,3.3775,681.7197
657,8.5229,682.5316
658,19.042,682.7817
659,3.3708,683.3025
660,3.9847,683.3305
661,10.0392,683.4495
662,6.33,684.554
663,3.52,684.9215
664,5.1751,687.4495
665,13.8635,688.624
666,13.8775,688.8238
667,8.8318,691.4782
668,18.29,692.9355
669,15.1946,694.763
670,13.6389,694.9025
671,2.7236,695.6708
672,13.1824,696.9596
673,16.2776,697.9317
674,7.2786,698.7275
675,11.436,698.8681
676,2.8885,699.5693
677,7.395,700.6082
678,9.6974,701.1512
679,9.6094,701.2911
680,16.4793,701.8478
681,5.0859,702.5745
682,11.155,702.6758
683,1.7938,703.2302
684,9.8685,703.8068
685,18.0077,704.1107
686,17.474,705.2968
687,6.7097,706.1115
688,15.677,706.5976
689,15.9801,707.3566
690,4.5674,707.5212
691,1.6268,710.7137
692,18.9553,711.6629
693,3.4687,712.4398
694,15.4576,712.8949
695,4.7338,714.047
696,2.0021,715.2945
697,14.3956,715.4436
698,1.2952,715.4699
699,5.6678,716.3706
700,12.314,716.4221
701,4.4847,717.3889
702,8.996,717.7872
703,1.5454,718.0177
704,13.0416,718.3288
705,13.8505,718.6136
706,2.1895,719.4238
707,16.2026,721.0197
708,18.4063,726.9419
709,14.4336,727.0749
710,18.9656,728.5074
711,18.8063,729.4035
712,10.9338,730.376
713,13.7799,732.2362
714,7.3768,734.2019
715,4.1394,735.6728
716,6.4816,736.4394
717,10.4085,736.7645
718,19.365,739.3144
719,6.7488,739.3813
720,1.6109,739.6633
721,10.9475,740.7855
722,9.0741,742.6069
723,12.924,742.9693
724,18.6059,743.4937
725,10.3547,743.7778
726,3.9587,744.5412
727,10.0054,748.0601
728,15.1443,748.8822
729,14.0409,749.1825
730,12.4698,749.9168
731,13.3539,751.5596
732,6.6876,755.2649
733,5.6812,756.3156
734,10.4187,756.5365
735,10.9545,756.6888
736,13.0867,756.9946
737,17.868,757.0764
738,17.3527,758.55
739,6.3131,762.9212
740,10.0119,763.0698
741,16.5928,764.1162
742,6.504,767.1102
743,17.6662,767.2074
744,15.7476,768.9399
745,5.8192,770.0682
746,11.254,770.6733
747,10.7409,771.0395
748,7.6856,773.3838
749,17.6616,774.7147
750,13.3483,775.5683
751,6.307,776.3665
752,17.2428,776.8972
753,6.8325,779.9786
754,1.9771,781.2586
755,3.2913,783.5027
756,18.0623,784.2414
757,9.9123,786.3568
758,3.2951,786.4375
759,16.958,786.851
760,15.6742,788.8373
761,2.9926,789.1486
762,9.0796,790.3973
763,3.7829,791.2298
764,15.0295,792.2142
765,8.9678,793.9812
766,4.1581,794.0415
767,3.9716,796.301
768,1.6552,796.346
769,5.5968,797.1107
770,16.443,798.8837
771,19.5194,803.3693
772,13.636,803.932
773,4.6405,804.1059
774,3.8983,804.8943
775,2.9489,804.9188
776,2.1257,806.2889
777,18.1655,808.7727
778,13.4662,810.9245
779,10.7595,811.1199
780,18.4063,814.2016
781,10.7797,814.292
782,17.5537,815.4272
783,9.9611,816.0555
784,18.7349,816.9035
785,3.4557,818.3517
786,10.0872,818.8525
787,1.3016,820.401
788,6.2844,820.9752
789,8.6056,821.2899
790,4.9834,822.9465
791,19.8136,822.9588
792,16.4746,822.9725
793,12.3547,823.429
794,6.2803,824.8551
795,4.424,828.6711
796,9.5057,828.773
797,17.7824,829.4088
798,14.4312,829.9444
799,3.0905,830.21
800,11.0534,830.2447
801,9.9558,830.6046
802,13.1824,830.7539
803,19.6916,830.8965
804,4.4387,831.6855
805,10.4528,831.7044
806,17.1907,832.3969
807,4.1741,833.6465
808,7.9153,834.5538
809,7.5376,834.8538
810,3.9903,836.9136
811,12.3629,837.3321
812,15.49,837.9063
813,9.0531,837.9256
814,10.9117,839.751
815,17.5122,840.3026
816,18.8459,841.2874
817,6.1821,841.6889
818,14.3447,842.1732
819,8.9543,843.0599
820,6.9359,843.6144
821,10.8498,844.1212
822,5.1557,844.4777
823,16.6817,845.5329
824,8.7894,847.3393
825,10.7232,848.8205
826,9.6041,849.948
827,5.1494,850.7196
828,19.7923,851.4317
829,19.4907,852.418
830,18.8972,852.5824
831,13.5887,852.915
832,19.2367,854.0589
833,4.2169,856.6575
834,2.0857,857.5873
835,1.3278,857.6258
836,8.0781,858.0672
837,8.8448,858.4346
838,7.5348,858.7375
839,18.5431,858.9492
840,2.3825,860.0309
841,12.4036,862.9603
842,15.2857,863.1229
843,12.7717,867.1504
844,18.2478,867.3242
845,4.7965,868.095
846,5.3541,870.8084
847,13.8641,871.0828
848,13.2197,871.174
849,18.7892,871.2894
850,5.2977,871.2961
851,7.8903,874.4262
852,12.6292,874.6095
853,6.8517,875.7348
854,10.9109,875.9742
855,16.4937,876.3346
856,2.7031,877.3665
857,4.584,878.5079
858,12.3383,879.9247
859,12.614,880.356
860,11.0186,881.0117
861,7.5544,881.3028
862,3.8602,881.6065
863,3.8872,883.4528
864,2.1758,883.7911
865,10.5171,884.2765
866,9.4984,884.7195
867,1.619,886.9394
868,15.5816,888.1687
869,2.5123,888.3479
870,14.1342,888.6363
871,16.1386,890.3908
872,5.3703,891.0625
873,15.9497,891.2941
874,17.1663,894.1457
875,14.9804,894.5173
876,14.2513,894.9854
877,6.8358,898.1453
878,13.7965,899.2493
879,17.0195,900.0804
880,17.8408,900.1876
881,19.4923,900.3543
882,3.5456,901.0353
883,13.436,901.4796
884,13.6687,902.9776
885,16.2452,904.4355
886,17.1882,904.828
887,9.903,905.1052
888,8.0908,906.0134
889,17.1925,907.0212
890,18.305,907.17
891,3.3698,907.2309
892,9.6796,908.9151
893,12.2405,910.1065
894,12.4043,911.2885
895,18.9029,911.4584
896,13.7527,912.8037
897,6.3542,913.7722
898,4.8816,914.2942
899,4.3365,914.5614
900,15.5352,915.9385
901,11.0093,916.8746
902,2.0183,916.9398
903,4.3339,917.1952
904,12.8105,917.7711
905,1.6348,919.8241
906,6.5116,921.5576
907,6.4531,922.4854
908,12.4759,922.7546
909,9.1638,922.8225
910,7.8808,923.4724
911,5.2212,923.5156
912,12.456,925.5431
913,7.8001,926.692
914,3.7139,927.8428
915,17.3684,928.4287
916,3.7402,930.5108
917,10.4958,930.589
918,18.4089,932.0285
919,12.33,932.4167
920,6.8971,932.6069
921,17.4741,933.4427
922,14.6407,934.5683
923,9.4808,935.9756
924,17.5193,936.5896
925,13.3492,936.6161
926,13.2681,938.5713
927,14.5647,938.795
928,2.6809,943.9538
929,19.4,944.1864
930,6.3451,945.8018
931,9.4573,946.6473
932,4.7395,947.8477
933,15.3495,948.1966
934,4.6153,948.3281
935,8.1643,949.5039
936,6.7521,950.3652
937,14.4754,952.328
938,15.1951,953.0871
939,16.1592,955.2099
940,18.8454,955.4153
941,13.3537,957.0839
942,14.6665,957.1593
943,4.716,958.0165
944,18.5112,958.9314
945,1.8876,959.6949
946,6.9754,960.1818
947,6.22,961.5383
948,19.1696,961.7317
949,5.4233,962.4153
950,14.9925,962.7413
951,12.2294,964.1848
952,8.4664,965.3472
953,3.2881,966.8429
954,17.1102,966.902
955,1.317,967.8419
956,16.0726,968.0251
957,11.7517,968.9219
958,17.6896,969.2608
959,4.545,970.2716
960,18.1472,971.7775
961,7.1915,971.9041
962,12.0021,972.0599
963,10.4799,974.3089
964,7.1114,976.1931
965,18.7201,977.3995
966,3.737,977.5265
967,15.0286,979.8164
968,18.4914,982.5273
969,9.4754,982.6796
970,18.2439,982.7005
971,16.9394,983.1609
972,6.9507,984.2334
973,7.7728,984.2706
974,15.1784,985.6132
975,17.9183,986.9717
976,3.711,986.9845
977,19.1899,988.5814
978,10.3791,990.9455
979,1.6703,992.0667
980,5.1252,992.3427
981,19.8533,992.3487
982,2.5367,992.3813
983,2.1504,994.732
984,8.3694,995.2352
985,6.4508,995.982
986,16.3177,997.0388
987,18.7199,999.6314
988,17.2902,999.9682
989,18.178,1000.9128
990,11.9222,1001.9547
991,3.6419,1003.3275
992,3.5485,1003.5714
993,7.2402,1003.686
994,1.0602,1005.2542
995,8.8898,1005.6275
996,6.1779,1005.8668
997,9.0343,1007.3301
998,14.2137,1007.5504
999,7.2956,1009.5211
1000,16.0278,1010.4442
1001,11.2514,1011.407
1002,14.8308,1012.0518
1003,7.9456,1012.3466
1004,12.4698,1012.4578
1005,8.5808,1013.4386
1006,18.1687,1015.3546
1007,13.4485,1015.3954
1008,18.9912,1015.478
1009,13.0382,1015.5415
1010,18.051,1015.6659
1011,3.7735,1015.702
1012,9.6219,1017.1706
1013,10.9623,1017.561
1014,5.917,1018.0915
1015,5.1798,1018.3649
1016,9.7809,1020.9832
1017,11.9863,1021.1499
1018,8.0932,1021.7214
1019,7.3894,1021.9532
1020,6.2505,1022.5333
1021,5.1242,1023.9055
1022,8.014,1024.039
1023,17.6065,1024.7083
1024,15.0813,1025.0278
1025,19.7049,1027.5867
1026,17.6981,1028.0412
1027,14.9757,1028.2088
1028,4.8075,1029.3132
1029,7.515,1029.3653
1030,8.3804,1029.6292
1031,8.286,1031.7673
1032,15.7657,1032.8144
1033,17.5683,1034.9723
1034,18.3682,1036.8188
1035,3.0498,1036.9135
1036,5.6442,1037.1513
1037,17.8495,1037.2442
1038,19.2797,1038.7109
1039,15.1705,1039.17
1040,1.3136,1041.2744
1041,12.7191,1041.3378
1042,17.8533,1041.3677
1043,2.1559,1042.3037
1044,10.6863,1042.5294
1045,8.356,1042.7705
1046,1.2139,1045.045
1047,16.6211,1048.0242
1048,17.2286,1048.8792
1049,17.9097,1049.1623
1050,6.5275,1052.699
1051,10.3018,1052.7494
1052,12.3736,1053.0111
1053,3.9398,1053.083
1054,17.8749,1053.8805
1055,16.9703,1054.1242
1056,13.4877,1054.3449
1057,2.4101,1055.7544
1058,5.0897,1056.0673
1059,15.2765,1056.5871
1060,9.8553,1057.0411
1061,16.4496,1057.0427
1062,15.7383,1057.3265
1063,17.421,1057.3395
1064,17.936,1058.9963
1065,7.4847,1059.1457
1066,8.0599,1059.1852
1067,4.9901,1060.0672
1068,13.4047,1060.2672
1069,1.0489,1060.2788
1070,13.7351,1062.4001
1071,19.2128,1062.9957
1072,5.0178,1064.7509
1073,4.4616,1065.2642
1074,10.3171,1068.452
1075,3.8661,1068.5647
1076,9.5998,1070.4216
1077,6.0754,1071.1819
1078,7.7041,1073.7241
1079,11.5295,1074.0224
1080,1.5691,1074.5904
1081,9.688,1078.492
1082,15.0514,1078.8403
1083,7.0581,1078.899
1084,10.5918,1079.1783
1085,17.2213,1079.3419
1086,2.548,1080.1571
1087,13.2166,1080.3475
1088,7.8111,1081.3384
1089,16.8842,1082.3744
1090,9.0132,1082.5016
1091,10.7281,1082.617
1092,1.2731,1082.9607
1093,1.4947,1084.4836
1094,4.0166,1085.0089
1095,1.0818,1085.1093
1096,3.5873,1085.8468
1097,13.1739,1086.9651
1098,5.0997,1089.7318
1099,12.4342,1089.9181
1100,4.264,1089.9766
1101,6.124,1091.0312
1102,4.2549,1091.0386
1103,19.5936,1092.0617
1104,13.3107,1092.4216
1105,17.1442,1093.9737
1106,11.858,1094.2971
1107,3.9624,1095.2381
1108,15.4219,1095.8697
1109,1.1492,1096.1817
1110,19.4943,1097.0937
1111,6.7914,1098.5305
1112,12.2562,1098.6696
1113,5.4037,1099.329
1114,18.0356,1100.2024
1115,15.5442,1100.3744
1116,18.9114,1102.7406
1117,4.7676,1104.2799
1118,9.7531,1105.1917
1119,12.7474,1105.9244
1120,2.8631,1106.1123
1121,14.4503,1106.5767
1122,3.0245,1107.8244
1123,9.8744,1109.3831
1124,16.0478,1109.874
1125,4.2125,1112.9146
1126,11.8791,1114.2833
1127,8.8894,1114.4848
1128,5.5093,1115.5778
1129,14.5781,1116.7847
1130,15.7258,1119.1884
1131,7.9458,1119.4689
1132,5.0636,1119.5016
1133,7.029,1119.563
1134,13.9443,1119.6092
1135,12.6772,1120.4918
1136,19.8576,1121.6227
1137,11.3209,1122.4864
1138,4.4073,1123.2242
1139,9.7963,1124.4358
1140,12.6989,1124.441
1141,14.8743,1127.2536
1142,16.6025,1130.6438
1143,19.3915,1131.4045
1144,17.5945,1132.8125
1145,7.4595,1133.3509
1146,2.397,1137.4904
1147,13.4452,1138.2617
1148,6.4879,1138.2659
1149,8.9873,1138.8321
1150,19.6767,1140.3877
1151,13.5681,1140.6895
1152,18.7695,1140.9047
1153,5.6628,1140.9555
1154,5.0195,1141.7218
1155,9.7876,1142.9444
